Year,Feature_Name,Landcover_Class,Developable_Area_km2,Proportion,diff_prop,diff_dev
2011,Cedar - Sammamish,High Intensity,38.3013,0.057971192,,
2011,Cedar - Sammamish,Forest,89.6346,0.135667056,,
2011,Cedar - Sammamish,Agriculture,10.1025,0.015290707,,
2011,Duwamish - Green,Open Space,67.0959,0.201167864,,
2011,Duwamish - Green,Low Intensity,71.8371,0.215382996,,
2011,Duwamish - Green,Medium Intensity,68.6295,0.205765925,,
2011,Duwamish - Green,High Intensity,36.4239,0.109206646,,
2011,Duwamish - Green,Forest,42.8085,0.128349042,,
2011,Duwamish - Green,Agriculture,46.737,0.140127526,,
2011,Puyallup - White,Open Space,86.3406,0.078474262,,
2011,Puyallup - White,Low Intensity,86.9013,0.078983877,,
2011,Puyallup - White,Medium Intensity,65.9151,0.059909693,,
2011,Puyallup - White,High Intensity,28.8882,0.026256247,,
2011,Puyallup - White,Forest,746.811,0.678770378,,
2011,Puyallup - White,Agriculture,85.3848,0.077605543,,
2012,Nooksack,Open Space,71.2701,0.075227948,,
2012,Nooksack,Low Intensity,38.2284,0.040351341,,
2012,Nooksack,Medium Intensity,26.1999,0.027654861,,
2012,Nooksack,High Intensity,13.4946,0.014243997,,
2012,Nooksack,Forest,280.3329,0.295900647,,
2012,Nooksack,Agriculture,517.8627,0.546621207,,
2012,Upper Skagit,Open Space,5.2785,0.064160768,,
2012,Upper Skagit,Low Intensity,2.5362,0.0308278,,
2012,Upper Skagit,Medium Intensity,0.5886,0.0071545,,
2012,Upper Skagit,High Intensity,0.1152,0.001400269,,
2012,Upper Skagit,Forest,53.3799,0.648838761,,
2012,Upper Skagit,Agriculture,20.3715,0.247617902,,
2012,San Juan,Open Space,14.5782,0.044310827,,
2012,San Juan,Low Intensity,5.9121,0.017969985,,
2012,San Juan,Medium Intensity,1.1511,0.003498799,,
2012,San Juan,High Intensity,0.1305,0.000396658,,
2012,San Juan,Forest,234.4464,0.712606072,,
2012,San Juan,Agriculture,72.7803,0.221217659,,
2012,Lower Skagit - Samish,Open Space,49.0527,0.07474376,,
2012,Lower Skagit - Samish,Low Intensity,29.4102,0.044813617,,
2012,Lower Skagit - Samish,Medium Intensity,19.647,0.029936999,,
2012,Lower Skagit - Samish,High Intensity,10.9233,0.016644313,,
2012,Lower Skagit - Samish,Forest,185.31,0.282365009,,
2012,Lower Skagit - Samish,Agriculture,361.935,0.551496301,,
2012,Lyre - Hoko,Open Space,3.4443,0.007330701,,
2012,Lyre - Hoko,Low Intensity,1.071,0.002279471,,
2012,Lyre - Hoko,Medium Intensity,0.5022,0.001068861,,
2012,Lyre - Hoko,High Intensity,0.0126,2.68e-05,,
2012,Lyre - Hoko,Forest,455.3568,0.969162017,,
2012,Lyre - Hoko,Agriculture,9.459,0.020132133,,
2012,Stillaguamish,Open Space,50.7618,0.083251782,,
2012,Stillaguamish,Low Intensity,10.7496,0.017629859,,
2012,Stillaguamish,Medium Intensity,5.3928,0.00884445,,
2012,Stillaguamish,High Intensity,0.9513,0.001560178,,
2012,Stillaguamish,Forest,410.256,0.672839479,,
2012,Stillaguamish,Agriculture,131.6268,0.215874253,,
2012,Island,Open Space,56.0025,0.139795962,,
2012,Island,Low Intensity,27.8253,0.069458767,,
2012,Island,Medium Intensity,9.6435,0.024072539,,
2012,Island,High Intensity,1.1439,0.002855455,,
2012,Island,Forest,235.5093,0.587888918,,
2012,Island,Agriculture,70.4772,0.17592836,,
2012,Quilcene - Snow,Open Space,21.7278,0.089572064,,
2012,Quilcene - Snow,Low Intensity,13.3011,0.0548333,,
2012,Quilcene - Snow,Medium Intensity,3.9735,0.016380609,,
2012,Quilcene - Snow,High Intensity,0.6183,0.002548919,,
2012,Quilcene - Snow,Forest,169.6599,0.699416754,,
2012,Quilcene - Snow,Agriculture,33.2928,0.137248355,,
2012,Elwha - Dungeness,Open Space,25.38,0.087987245,,
2012,Elwha - Dungeness,Low Intensity,25.4313,0.088165092,,
2012,Elwha - Dungeness,Medium Intensity,10.1727,0.035266661,,
2012,Elwha - Dungeness,High Intensity,1.8486,0.006408716,,
2012,Elwha - Dungeness,Forest,136.2717,0.472425983,,
2012,Elwha - Dungeness,Agriculture,89.3466,0.309746303,,
2012,Kitsap,Open Space,209.664,0.200293355,,
2012,Kitsap,Low Intensity,98.6382,0.094229701,,
2012,Kitsap,Medium Intensity,30.3435,0.028987339,,
2012,Kitsap,High Intensity,6.003,0.005734704,,
2012,Kitsap,Forest,669.897,0.639956874,,
2012,Kitsap,Agriculture,32.2389,0.030798027,,
2012,Skokomish - Dosewallips,Open Space,6.7374,0.030791759,,
2012,Skokomish - Dosewallips,Low Intensity,3.1077,0.014203038,,
2012,Skokomish - Dosewallips,Medium Intensity,0.3069,0.001402617,,
2012,Skokomish - Dosewallips,High Intensity,0.0018,8.23e-06,,
2012,Skokomish - Dosewallips,Forest,198.6282,0.90778514,,
2012,Skokomish - Dosewallips,Agriculture,10.0233,0.045809219,,
2012,Kennedy - Goldsborough,Open Space,39.6216,0.056697984,,
2012,Kennedy - Goldsborough,Low Intensity,21.4299,0.030665903,,
2012,Kennedy - Goldsborough,Medium Intensity,4.6062,0.006591411,,
2012,Kennedy - Goldsborough,High Intensity,0.7515,0.001075387,,
2012,Kennedy - Goldsborough,Forest,607.3308,0.869082315,,
2012,Kennedy - Goldsborough,Agriculture,25.0785,0.035887001,,
2012,Chambers - Clover,Open Space,41.8113,0.200150791,,
2012,Chambers - Clover,Low Intensity,66.186,0.316832536,,
2012,Chambers - Clover,Medium Intensity,58.3938,0.279531257,,
2012,Chambers - Clover,High Intensity,13.9455,0.066757141,,
2012,Chambers - Clover,Forest,21.3147,0.102033519,,
2012,Chambers - Clover,Agriculture,7.2477,0.034694757,,
2012,Deschutes,Open Space,66.8241,0.205227356,,
2012,Deschutes,Low Intensity,42.7131,0.13117867,,
2012,Deschutes,Medium Intensity,28.5579,0.087705817,,
2012,Deschutes,High Intensity,7.659,0.023521998,,
2012,Deschutes,Forest,122.229,0.375384547,,
2012,Deschutes,Agriculture,57.627,0.176981611,,
2012,Nisqually,Open Space,49.5558,0.060728584,,
2012,Nisqually,Low Intensity,31.2912,0.038346072,,
2012,Nisqually,Medium Intensity,7.2459,0.008879551,,
2012,Nisqually,High Intensity,0.432,0.000529398,,
2012,Nisqually,Forest,554.3784,0.67936781,,
2012,Nisqually,Agriculture,173.1177,0.212148584,,
2012,Snohomish,Open Space,203.553,0.172044336,,
2012,Snohomish,Low Intensity,71.073,0.060071368,,
2012,Snohomish,Medium Intensity,48.8862,0.041318938,,
2012,Snohomish,High Intensity,16.8984,0.014282639,,
2012,Snohomish,Forest,664.587,0.561713308,,
2012,Snohomish,Agriculture,178.1451,0.150569411,,
2012,Cedar - Sammamish,Open Space,177.3126,0.268371956,,
2012,Cedar - Sammamish,Low Intensity,189.7245,0.28715802,,
2012,Cedar - Sammamish,Medium Intensity,155.5164,0.23538226,,
2012,Cedar - Sammamish,High Intensity,38.5047,0.058278891,,
2012,Cedar - Sammamish,Forest,89.6103,0.135629907,,
2012,Cedar - Sammamish,Agriculture,10.0287,0.015178965,,
2012,Duwamish - Green,Open Space,67.0239,0.200973685,,
2012,Duwamish - Green,Low Intensity,72.0891,0.216161878,,
2012,Duwamish - Green,Medium Intensity,68.5683,0.205604627,,
2012,Duwamish - Green,High Intensity,36.5454,0.109582756,,
2012,Duwamish - Green,Forest,42.5718,0.127653144,,
2012,Duwamish - Green,Agriculture,46.6974,0.14002391,,
2012,Puyallup - White,Open Space,86.9391,0.079025215,,
2012,Puyallup - White,Low Intensity,87.2919,0.0793459,,
2012,Puyallup - White,Medium Intensity,65.9196,0.059919076,,
2012,Puyallup - White,High Intensity,29.1465,0.026493355,,
2012,Puyallup - White,Forest,746.0028,0.678095718,,
2012,Puyallup - White,Agriculture,84.8439,0.077120736,,
2013,Nooksack,Open Space,71.7894,0.07577767,,
2013,Nooksack,Low Intensity,38.4516,0.040587784,,
2013,Nooksack,Medium Intensity,26.4501,0.027919539,,
2013,Nooksack,High Intensity,13.4253,0.014171144,,
2013,Nooksack,Forest,280.8207,0.296421731,,
2013,Nooksack,Agriculture,516.4317,0.545122132,,
2013,Upper Skagit,Open Space,5.3397,0.064907502,,
2013,Upper Skagit,Low Intensity,2.5002,0.030391546,,
2013,Upper Skagit,Medium Intensity,0.5895,0.007165753,,
2013,Upper Skagit,High Intensity,0.1152,0.00140033,,
2013,Upper Skagit,Forest,53.4771,0.650048683,,
2013,Upper Skagit,Agriculture,20.2446,0.246086186,,
2013,San Juan,Open Space,14.6826,0.044626811,,
2013,San Juan,Low Intensity,6.039,0.018355149,,
2013,San Juan,Medium Intensity,1.1034,0.003353713,,
2013,San Juan,High Intensity,0.1314,0.000399382,,
2013,San Juan,Forest,234.3303,0.712231751,,
2013,San Juan,Agriculture,72.7218,0.221033195,,
2013,Lower Skagit - Samish,Open Space,49.4379,0.075337318,,
2013,Lower Skagit - Samish,Low Intensity,29.5434,0.045020531,,
2013,Lower Skagit - Samish,Medium Intensity,19.6803,0.029990372,,
2013,Lower Skagit - Samish,High Intensity,11.0097,0.016777437,,
2013,Lower Skagit - Samish,Forest,185.4441,0.282594146,,
2013,Lower Skagit - Samish,Agriculture,361.1052,0.550280195,,
2013,Lyre - Hoko,Open Space,3.3993,0.007235008,,
2013,Lyre - Hoko,Low Intensity,1.0809,0.002300568,,
2013,Lyre - Hoko,Medium Intensity,0.4986,0.001061211,,
2013,Lyre - Hoko,High Intensity,0.0126,2.68e-05,,
2013,Lyre - Hoko,Forest,455.3433,0.969144422,,
2013,Lyre - Hoko,Agriculture,9.5058,0.020231972,,
2013,Stillaguamish,Open Space,51.1389,0.083895382,,
2013,Stillaguamish,Low Intensity,10.7352,0.017611519,,
2013,Stillaguamish,Medium Intensity,5.4144,0.008882537,,
2013,Stillaguamish,High Intensity,0.9513,0.001560645,,
2013,Stillaguamish,Forest,410.1075,0.672797527,,
2013,Stillaguamish,Agriculture,131.2083,0.21525239,,
2013,Island,Open Space,56.2626,0.140406436,,
2013,Island,Low Intensity,28.1475,0.070243646,,
2013,Island,Medium Intensity,9.6075,0.023976049,,
2013,Island,High Intensity,1.1853,0.002957982,,
2013,Island,Forest,235.458,0.587598487,,
2013,Island,Agriculture,70.0515,0.1748174,,
2013,Quilcene - Snow,Open Space,21.9672,0.09056503,,
2013,Quilcene - Snow,Low Intensity,13.3713,0.055126378,,
2013,Quilcene - Snow,Medium Intensity,3.9735,0.016381703,,
2013,Quilcene - Snow,High Intensity,0.6183,0.002549089,,
2013,Quilcene - Snow,Forest,169.1631,0.69741529,,
2013,Quilcene - Snow,Agriculture,33.4638,0.137962509,,
2013,Elwha - Dungeness,Open Space,25.7436,0.089189332,,
2013,Elwha - Dungeness,Low Intensity,25.731,0.089145679,,
2013,Elwha - Dungeness,Medium Intensity,10.1835,0.035280985,,
2013,Elwha - Dungeness,High Intensity,1.8549,0.006426346,,
2013,Elwha - Dungeness,Forest,135.9432,0.470978545,,
2013,Elwha - Dungeness,Agriculture,89.1837,0.308979112,,
2013,Kitsap,Open Space,210.3417,0.200886015,,
2013,Kitsap,Low Intensity,99.0585,0.094605432,,
2013,Kitsap,Medium Intensity,30.555,0.029181433,,
2013,Kitsap,High Intensity,6.0435,0.005771821,,
2013,Kitsap,Forest,669.1212,0.639041577,,
2013,Kitsap,Agriculture,31.95,0.030513722,,
2013,Skokomish - Dosewallips,Open Space,6.7824,0.031003415,,
2013,Skokomish - Dosewallips,Low Intensity,3.078,0.014070021,,
2013,Skokomish - Dosewallips,Medium Intensity,0.3006,0.00137409,,
2013,Skokomish - Dosewallips,High Intensity,0.0018,8.23e-06,,
2013,Skokomish - Dosewallips,Forest,198.5724,0.907705599,,
2013,Skokomish - Dosewallips,Agriculture,10.0278,0.045838647,,
2013,Kennedy - Goldsborough,Open Space,39.9654,0.057168679,,
2013,Kennedy - Goldsborough,Low Intensity,21.4857,0.030734312,,
2013,Kennedy - Goldsborough,Medium Intensity,4.6026,0.006583809,,
2013,Kennedy - Goldsborough,High Intensity,0.7596,0.001086573,,
2013,Kennedy - Goldsborough,Forest,607.3272,0.868753814,,
2013,Kennedy - Goldsborough,Agriculture,24.9381,0.035672813,,
2013,Chambers - Clover,Open Space,41.4351,0.198420018,,
2013,Chambers - Clover,Low Intensity,66.2778,0.317384109,,
2013,Chambers - Clover,Medium Intensity,58.4469,0.279884324,,
2013,Chambers - Clover,High Intensity,14.3847,0.068883928,,
2013,Chambers - Clover,Forest,21.1653,0.101354147,,
2013,Chambers - Clover,Agriculture,7.1154,0.034073474,,
2013,Deschutes,Open Space,67.5468,0.207291037,,
2013,Deschutes,Low Intensity,42.9768,0.131889378,,
2013,Deschutes,Medium Intensity,28.3518,0.087007438,,
2013,Deschutes,High Intensity,7.6959,0.023617567,,
2013,Deschutes,Forest,121.9671,0.374298806,,
2013,Deschutes,Agriculture,57.3165,0.175895774,,
2013,Nisqually,Open Space,49.959,0.061227349,,
2013,Nisqually,Low Intensity,31.1184,0.038137215,,
2013,Nisqually,Medium Intensity,7.5348,0.009234289,,
2013,Nisqually,High Intensity,0.432,0.000529438,,
2013,Nisqually,Forest,553.8339,0.678752202,,
2013,Nisqually,Agriculture,173.0808,0.212119507,,
2013,Snohomish,Open Space,204.6348,0.172959864,,
2013,Snohomish,Low Intensity,71.2008,0.060179797,,
2013,Snohomish,Medium Intensity,49.3677,0.041726191,,
2013,Snohomish,High Intensity,17.0982,0.01445161,,
2013,Snohomish,Forest,663.5754,0.560862137,,
2013,Snohomish,Agriculture,177.2577,0.149820401,,
2013,Cedar - Sammamish,Open Space,176.9643,0.267870693,,
2013,Cedar - Sammamish,Low Intensity,189.6435,0.287063186,,
2013,Cedar - Sammamish,Medium Intensity,156.0168,0.236162482,,
2013,Cedar - Sammamish,High Intensity,38.8854,0.058860793,,
2013,Cedar - Sammamish,Forest,89.2224,0.135055862,,
2013,Cedar - Sammamish,Agriculture,9.9009,0.014986983,,
2013,Duwamish - Green,Open Space,67.1085,0.201226818,,
2013,Duwamish - Green,Low Intensity,72.1449,0.216328612,,
2013,Duwamish - Green,Medium Intensity,68.6259,0.205776787,,
2013,Duwamish - Green,High Intensity,36.6174,0.109798355,,
2013,Duwamish - Green,Forest,42.642,0.127863296,,
2013,Duwamish - Green,Agriculture,46.3581,0.139006131,,
2013,Puyallup - White,Open Space,87.3585,0.079403255,,
2013,Puyallup - White,Low Intensity,87.6699,0.079686297,,
2013,Puyallup - White,Medium Intensity,65.9007,0.059899495,,
2013,Puyallup - White,High Intensity,29.4192,0.02674016,,
2013,Puyallup - White,Forest,745.7112,0.677803492,,
2013,Puyallup - White,Agriculture,84.1284,0.076467302,,
2014,Nooksack,Open Space,72.0954,0.076094308,,
2014,Nooksack,Low Intensity,38.7063,0.040853218,,
2014,Nooksack,Medium Intensity,26.7381,0.028221179,,
2014,Nooksack,High Intensity,13.5324,0.014283,,
2014,Nooksack,Forest,280.836,0.296413101,,
2014,Nooksack,Agriculture,515.5398,0.544135193,,
2014,Upper Skagit,Open Space,5.3298,0.064773697,,
2014,Upper Skagit,Low Intensity,2.511,0.030516483,,
2014,Upper Skagit,Medium Intensity,0.5949,0.007229891,,
2014,Upper Skagit,High Intensity,0.1152,0.001400039,,
2014,Upper Skagit,Forest,53.4699,0.649826089,,
2014,Upper Skagit,Agriculture,20.2626,0.246253801,,
2014,San Juan,Open Space,14.9877,0.045554391,,
2014,San Juan,Low Intensity,6.1452,0.018678039,,
2014,San Juan,Medium Intensity,1.0539,0.003203278,,
2014,San Juan,High Intensity,0.1314,0.000399384,,
2014,San Juan,Forest,234.3294,0.712232912,,
2014,San Juan,Agriculture,72.3591,0.219931995,,
2014,Lower Skagit - Samish,Open Space,50.0337,0.076232071,,
2014,Lower Skagit - Samish,Low Intensity,29.5371,0.045003154,,
2014,Lower Skagit - Samish,Medium Intensity,19.6551,0.029946795,,
2014,Lower Skagit - Samish,High Intensity,11.0349,0.016812934,,
2014,Lower Skagit - Samish,Forest,185.5188,0.282659134,,
2014,Lower Skagit - Samish,Agriculture,360.5544,0.549345912,,
2014,Lyre - Hoko,Open Space,3.4362,0.007313574,,
2014,Lyre - Hoko,Low Intensity,1.0755,0.002289083,,
2014,Lyre - Hoko,Medium Intensity,0.4986,0.001061215,,
2014,Lyre - Hoko,High Intensity,0.0126,2.68e-05,,
2014,Lyre - Hoko,Forest,455.2047,0.96885314,,
2014,Lyre - Hoko,Agriculture,9.6111,0.020456169,,
2014,Stillaguamish,Open Space,51.9228,0.085142053,,
2014,Stillaguamish,Low Intensity,10.7163,0.017572392,,
2014,Stillaguamish,Medium Intensity,5.3874,0.00883416,,
2014,Stillaguamish,High Intensity,0.9603,0.001574682,,
2014,Stillaguamish,Forest,410.1534,0.67256201,,
2014,Stillaguamish,Agriculture,130.6971,0.214314703,,
2014,Island,Open Space,56.7522,0.141660713,,
2014,Island,Low Intensity,28.0593,0.070039584,,
2014,Island,Medium Intensity,9.6318,0.024042199,,
2014,Island,High Intensity,1.1979,0.002990111,,
2014,Island,Forest,234.8289,0.586162818,,
2014,Island,Agriculture,70.1505,0.175104575,,
2014,Quilcene - Snow,Open Space,22.068,0.090982965,,
2014,Quilcene - Snow,Low Intensity,13.4613,0.055498866,,
2014,Quilcene - Snow,Medium Intensity,3.9483,0.016278233,,
2014,Quilcene - Snow,High Intensity,0.6264,0.002582551,,
2014,Quilcene - Snow,Forest,169.1181,0.697247877,,
2014,Quilcene - Snow,Agriculture,33.3288,0.137409509,,
2014,Elwha - Dungeness,Open Space,26.0577,0.090274725,,
2014,Elwha - Dungeness,Low Intensity,25.884,0.089672956,,
2014,Elwha - Dungeness,Medium Intensity,10.1187,0.035055391,,
2014,Elwha - Dungeness,High Intensity,1.9485,0.006750415,,
2014,Elwha - Dungeness,Forest,136.0737,0.471415966,,
2014,Elwha - Dungeness,Agriculture,88.5663,0.306830547,,
2014,Kitsap,Open Space,210.9438,0.201482523,,
2014,Kitsap,Low Intensity,99.5058,0.095042754,,
2014,Kitsap,Medium Intensity,30.5361,0.029166491,,
2014,Kitsap,High Intensity,6.0831,0.00581026,,
2014,Kitsap,Forest,668.0898,0.638124556,,
2014,Kitsap,Agriculture,31.7997,0.030373416,,
2014,Skokomish - Dosewallips,Open Space,6.7815,0.030979673,,
2014,Skokomish - Dosewallips,Low Intensity,3.1203,0.01425435,,
2014,Skokomish - Dosewallips,Medium Intensity,0.3006,0.00137322,,
2014,Skokomish - Dosewallips,High Intensity,0.0018,8.22e-06,,
2014,Skokomish - Dosewallips,Forest,198.6858,0.907648916,,
2014,Skokomish - Dosewallips,Agriculture,10.0116,0.045735618,,
2014,Kennedy - Goldsborough,Open Space,40.3344,0.057707883,,
2014,Kennedy - Goldsborough,Low Intensity,20.9862,0.030025715,,
2014,Kennedy - Goldsborough,Medium Intensity,4.878,0.006979131,,
2014,Kennedy - Goldsborough,High Intensity,0.7596,0.001086787,,
2014,Kennedy - Goldsborough,Forest,606.9888,0.868440808,,
2014,Kennedy - Goldsborough,Agriculture,24.9939,0.035759676,,
2014,Chambers - Clover,Open Space,41.5251,0.198768762,,
2014,Chambers - Clover,Low Intensity,66.3408,0.317554411,,
2014,Chambers - Clover,Medium Intensity,58.6368,0.280677569,,
2014,Chambers - Clover,High Intensity,14.5116,0.069462873,,
2014,Chambers - Clover,Forest,21.0906,0.100954662,,
2014,Chambers - Clover,Agriculture,6.8067,0.032581724,,
2014,Deschutes,Open Space,67.743,0.207937942,,
2014,Deschutes,Low Intensity,43.1217,0.13236257,,
2014,Deschutes,Medium Intensity,28.5372,0.087595274,,
2014,Deschutes,High Intensity,7.7391,0.023755259,,
2014,Deschutes,Forest,121.6134,0.373293773,,
2014,Deschutes,Agriculture,57.0303,0.175055182,,
2014,Nisqually,Open Space,50.6916,0.062120734,,
2014,Nisqually,Low Intensity,31.2408,0.038284478,,
2014,Nisqually,Medium Intensity,7.533,0.009231421,,
2014,Nisqually,High Intensity,0.4338,0.000531606,,
2014,Nisqually,Forest,553.0491,0.677741798,,
2014,Nisqually,Agriculture,173.0691,0.212089963,,
2014,Snohomish,Open Space,205.4808,0.173677556,,
2014,Snohomish,Low Intensity,71.4042,0.060352631,,
2014,Snohomish,Medium Intensity,49.1328,0.041528282,,
2014,Snohomish,High Intensity,17.5104,0.014800232,,
2014,Snohomish,Forest,662.8149,0.560227876,,
2014,Snohomish,Agriculture,176.7735,0.149413422,,
2014,Cedar - Sammamish,Open Space,176.778,0.267588691,,
2014,Cedar - Sammamish,Low Intensity,189.8244,0.287337014,,
2014,Cedar - Sammamish,Medium Intensity,156.4488,0.2368164,,
2014,Cedar - Sammamish,High Intensity,39.0384,0.059092389,,
2014,Cedar - Sammamish,Forest,88.8543,0.13449867,,
2014,Cedar - Sammamish,Agriculture,9.6894,0.014666836,,
2014,Duwamish - Green,Open Space,67.0527,0.201054617,,
2014,Duwamish - Green,Low Intensity,72.3771,0.2170196,,
2014,Duwamish - Green,Medium Intensity,68.7123,0.206030856,,
2014,Duwamish - Green,High Intensity,36.7803,0.110284137,,
2014,Duwamish - Green,Forest,42.4278,0.127217921,,
2014,Duwamish - Green,Agriculture,46.1547,0.138392869,,
2014,Puyallup - White,Open Space,87.3873,0.079431771,,
2014,Puyallup - White,Low Intensity,87.8535,0.07985553,,
2014,Puyallup - White,Medium Intensity,66.6765,0.060606432,,
2014,Puyallup - White,High Intensity,29.601,0.026906196,,
2014,Puyallup - White,Forest,745.2459,0.677400513,,
2014,Puyallup - White,Agriculture,83.3913,0.075799557,,
2015,Nooksack,Open Space,72.4995,0.076524893,,
2015,Nooksack,Low Intensity,38.9619,0.041125183,,
